fellow_id,week,response_timestamp,survey_score,phone_number,email,phone_std
3MTT-F00006,3,2024-02-24 15:00:00,3.2,007034090797,3mtt.f00006@gmail.com,2347034090797
3MTT-F00006,5,2024-03-08 20:00:00,2.3,07060922216,3mtt.f00006@yahoo.com,2347060922216
3MTT-F00006,6,2024-03-16 19:00:00,2.2,2348068439055,3mtt.f00006@yahoo.com,2348068439055
3MTT-F00006,8,2024-03-27 16:00:00,2.0,008106013824,3mtt.f00006@gmail.com,2348106013824
3MTT-F00006,9,2024-04-05 11:00:00,4.1,0810-204-4851,3mtt.f00006@gmail.com,2348102044851
3MTT-F00006,11,2024-04-18 09:00:00,2.3,2348062125902,3mtt.f00006@yahoo.com,2348062125902
3MTT-F00006,12,2024-04-25 09:00:00,4.6,2348164324064,3mtt.f00006@gmail.com,2348164324064
3MTT-F00007,1,2024-02-08 11:00:00,4.5,0703-324-4741,3mtt.f00007@gmail.com,2347033244741
3MTT-F00007,2,2024-02-18 18:00:00,3.6,008130962893,3mtt.f00007@yahoo.com,2348130962893
3MTT-F00007,3,2024-02-25 18:00:00,4.4,008165884183,3mtt.f00007@gmail.com,2348165884183
3MTT-F00007,4,2024-02-26 16:00:00,4.0,0813-727-9559,3mtt.f00007@gmail.com,2348137279559
3MTT-F00007,6,2024-03-11 18:00:00,3.1,+2348032675512,3mtt.f00007@yahoo.com,2348032675512
3MTT-F00007,7,2024-03-22 10:00:00,4.3,+2348149799667,3mtt.f00007@yahoo.com,2348149799667
3MTT-F00007,9,2024-04-04 18:00:00,3.2,08033816649,3mtt.f00007@gmail.com,2348033816649
3MTT-F00007,10,2024-04-09 12:00:00,4.7,2349053922501,3mtt.f00007@gmail.com,2349053922501
3MTT-F00007,12,2024-04-23 15:00:00,2.0,008133244123,3mtt.f00007@yahoo.com,2348133244123
3MTT-F00008,1,2024-02-06 10:00:00,4.1,7060725178,3mtt.f00008@gmail.com,2347060725178
3MTT-F00008,2,2024-02-15 18:00:00,3.1,+2348143162526,3mtt.f00008@yahoo.com,2348143162526
3MTT-F00008,5,2024-03-07 16:00:00,2.2,0814-903-9235,3mtt.f00008@gmail.com,2348149039235
3MTT-F00008,7,2024-03-24 14:00:00,4.7,008162730346,3mtt.f00008@gmail.com,2348162730346
3MTT-F00008,8,2024-03-28 10:00:00,2.9,08107046226,3mtt.f00008@gmail.com,2348107046226
3MTT-F00008,9,2024-04-01 13:00:00,4.1,008066025298,3mtt.f00008@gmail.com,2348066025298
3MTT-F00008,10,2024-04-13 18:00:00,3.2,008034641978,3mtt.f00008@gmail.com,2348034641978
3MTT-F00008,11,2024-04-21 16:00:00,4.9,8062686120,3mtt.f00008@gmail.com,2348062686120
3MTT-F00008,12,2024-04-23 16:00:00,4.4,08146074017,3mtt.f00008@gmail.com,2348146074017
3MTT-F00009,2,2024-02-14 14:00:00,3.0,+2347030842456,3mtt.f00009@gmail.com,2347030842456
3MTT-F00009,3,2024-02-19 17:00:00,2.3,2348038632181,3mtt.f00009@gmail.com,2348038632181
3MTT-F00009,4,2024-02-29 12:00:00,3.0,08149389701,3mtt.f00009@gmail.com,2348149389701
3MTT-F00009,5,2024-03-09 18:00:00,4.4,8066815466,3mtt.f00009@gmail.com,2348066815466
3MTT-F00009,6,2024-03-16 19:00:00,4.6,2348101394498,3mtt.f00009@gmail.com,2348101394498
3MTT-F00009,7,2024-03-18 13:00:00,3.7,2348166424809,3mtt.f00009@gmail.com,2348166424809
3MTT-F00009,8,2024-03-27 08:00:00,3.2,2348036244795,3mtt.f00009@gmail.com,2348036244795
3MTT-F00009,9,2024-04-03 11:00:00,2.2,0703-979-6958,3mtt.f00009@gmail.com,2347039796958
3MTT-F00009,10,2024-04-10 13:00:00,3.0,08142773826,3mtt.f00009@gmail.com,2348142773826
3MTT-F00009,11,2024-04-19 09:00:00,3.9,009055138544,3mtt.f00009@yahoo.com,2349055138544
3MTT-F00009,12,2024-04-22 10:00:00,3.9,008139596604,3mtt.f00009@gmail.com,2348139596604
3MTT-F00010,2,2024-02-16 10:00:00,3.1,2348061633194,3mtt.f00010@gmail.com,2348061633194
3MTT-F00010,6,2024-03-13 20:00:00,2.7,2349084551588,3mtt.f00010@gmail.com,2349084551588
3MTT-F00010,8,2024-03-28 12:00:00,4.5,8142264085,3mtt.f00010@yahoo.com,2348142264085
3MTT-F00010,9,2024-04-01 14:00:00,3.7,0810-663-0932,3mtt.f00010@gmail.com,2348106630932
3MTT-F00010,11,2024-04-20 14:00:00,4.8,0706-932-9715,3mtt.f00010@gmail.com,2347069329715
3MTT-F00011,1,2024-02-09 16:00:00,4.6,08137532735,3mtt.f00011@gmail.com,2348137532735
3MTT-F00011,3,2024-02-22 15:00:00,2.7,2349087327819,3mtt.f00011@yahoo.com,2349087327819
3MTT-F00011,4,2024-03-02 09:00:00,2.0,0803-687-6164,3mtt.f00011@yahoo.com,2348036876164
3MTT-F00011,5,2024-03-10 17:00:00,3.9,9050770460,3mtt.f00011@gmail.com,2349050770460
3MTT-F00011,7,2024-03-21 14:00:00,4.4,2348062491256,3mtt.f00011@gmail.com,2348062491256
3MTT-F00011,10,2024-04-08 13:00:00,3.9,008067734547,3mtt.f00011@gmail.com,2348067734547
3MTT-F00011,11,2024-04-19 12:00:00,3.8,+2348132840359,3mtt.f00011@gmail.com,2348132840359
3MTT-F00011,12,2024-04-27 10:00:00,3.7,007037742229,3mtt.f00011@gmail.com,2347037742229
3MTT-F00012,1,2024-02-06 08:00:00,4.6,0908-429-0458,3mtt.f00012@yahoo.com,2349084290458
3MTT-F00012,2,2024-02-16 10:00:00,4.9,0813-985-8567,3mtt.f00012@gmail.com,2348139858567
3MTT-F00012,3,2024-02-22 14:00:00,2.0,8065343324,3mtt.f00012@gmail.com,2348065343324
3MTT-F00012,5,2024-03-06 15:00:00,3.4,0803-833-5061,3mtt.f00012@yahoo.com,2348038335061
3MTT-F00012,6,2024-03-15 16:00:00,4.5,9051079833,3mtt.f00012@gmail.com,2349051079833
3MTT-F00012,7,2024-03-23 11:00:00,2.7,8142094841,3mtt.f00012@yahoo.com,2348142094841
3MTT-F00012,9,2024-04-02 16:00:00,2.9,08163399771,3mtt.f00012@gmail.com,2348163399771
3MTT-F00012,10,2024-04-13 09:00:00,2.6,008067173189,3mtt.f00012@gmail.com,2348067173189
3MTT-F00012,11,2024-04-15 17:00:00,3.3,0806-739-9704,3mtt.f00012@yahoo.com,2348067399704
3MTT-F00012,12,2024-04-27 10:00:00,3.0,0814-844-4835,3mtt.f00012@gmail.com,2348148444835
3MTT-F00013,1,2024-02-10 15:00:00,2.3,008137058772,3mtt.f00013@gmail.com,2348137058772
3MTT-F00013,2,2024-02-12 15:00:00,3.0,0905-231-3348,3mtt.f00013@gmail.com,2349052313348
3MTT-F00013,3,2024-02-24 12:00:00,4.8,0816-925-2362,3mtt.f00013@yahoo.com,2348169252362
3MTT-F00013,4,2024-02-28 16:00:00,4.9,+2349086434745,3mtt.f00013@gmail.com,2349086434745
3MTT-F00013,7,2024-03-20 14:00:00,3.7,08100606527,3mtt.f00013@yahoo.com,2348100606527
3MTT-F00013,9,2024-04-06 19:00:00,2.8,2347060566588,3mtt.f00013@yahoo.com,2347060566588
3MTT-F00013,10,2024-04-11 12:00:00,2.3,8162579706,3mtt.f00013@gmail.com,2348162579706
3MTT-F00013,11,2024-04-17 17:00:00,3.8,08031054857,3mtt.f00013@yahoo.com,2348031054857
3MTT-F00013,12,2024-04-27 09:00:00,3.0,2348102294938,3mtt.f00013@gmail.com,2348102294938
3MTT-F00014,1,2024-02-09 20:00:00,4.0,009058402155,3mtt.f00014@yahoo.com,2349058402155
3MTT-F00014,3,2024-02-21 15:00:00,2.7,007065344902,3mtt.f00014@gmail.com,2347065344902
3MTT-F00014,4,2024-03-03 15:00:00,4.4,+2349050850960,3mtt.f00014@yahoo.com,2349050850960
3MTT-F00014,6,2024-03-15 13:00:00,3.9,08069181828,3mtt.f00014@yahoo.com,2348069181828
3MTT-F00014,7,2024-03-21 17:00:00,4.0,8161647725,3mtt.f00014@gmail.com,2348161647725
3MTT-F00014,8,2024-03-28 16:00:00,4.3,2348100694096,3mtt.f00014@gmail.com,2348100694096
3MTT-F00014,9,2024-04-02 12:00:00,4.6,2349085873959,3mtt.f00014@gmail.com,2349085873959
3MTT-F00014,10,2024-04-09 09:00:00,2.1,9080285155,3mtt.f00014@yahoo.com,2349080285155
3MTT-F00014,11,2024-04-17 10:00:00,3.3,007033350271,3mtt.f00014@yahoo.com,2347033350271
3MTT-F00014,12,2024-04-28 19:00:00,4.6,0816-607-7633,3mtt.f00014@yahoo.com,2348166077633
3MTT-F00015,2,2024-02-13 16:00:00,4.7,+2349051231795,3mtt.f00015@yahoo.com,2349051231795
3MTT-F00015,3,2024-02-20 09:00:00,4.4,007067481700,3mtt.f00015@gmail.com,2347067481700
3MTT-F00015,4,2024-03-03 09:00:00,3.1,+2347031643167,3mtt.f00015@gmail.com,2347031643167
3MTT-F00015,7,2024-03-24 11:00:00,2.5,2348032822700,3mtt.f00015@gmail.com,2348032822700
3MTT-F00015,9,2024-04-03 17:00:00,3.2,08136228225,3mtt.f00015@yahoo.com,2348136228225
3MTT-F00015,11,2024-04-16 12:00:00,3.2,07064950050,3mtt.f00015@yahoo.com,2347064950050
3MTT-F00016,1,2024-02-08 08:00:00,3.6,09088221053,3mtt.f00016@gmail.com,2349088221053
3MTT-F00016,2,2024-02-15 15:00:00,5.0,+2349057290477,3mtt.f00016@yahoo.com,2349057290477
3MTT-F00016,3,2024-02-24 16:00:00,3.1,2349081779323,3mtt.f00016@gmail.com,2349081779323
3MTT-F00016,4,2024-02-26 19:00:00,2.3,+2348104913342,3mtt.f00016@yahoo.com,2348104913342
3MTT-F00016,5,2024-03-07 18:00:00,3.8,09059425652,3mtt.f00016@gmail.com,2349059425652
3MTT-F00016,8,2024-03-31 11:00:00,4.9,008032032650,3mtt.f00016@gmail.com,2348032032650
3MTT-F00016,10,2024-04-14 17:00:00,3.2,0816-794-8714,3mtt.f00016@gmail.com,2348167948714
3MTT-F00016,12,2024-04-23 12:00:00,3.0,008148715841,3mtt.f00016@yahoo.com,2348148715841
3MTT-F00017,1,2024-02-09 10:00:00,2.3,0814-118-4254,3mtt.f00017@gmail.com,2348141184254
3MTT-F00017,3,2024-02-25 16:00:00,2.5,2349053230358,3mtt.f00017@gmail.com,2349053230358
3MTT-F00017,4,2024-03-01 16:00:00,2.1,2349055838252,3mtt.f00017@gmail.com,2349055838252
3MTT-F00017,5,2024-03-10 17:00:00,2.7,0813-896-3406,3mtt.f00017@gmail.com,2348138963406
3MTT-F00017,8,2024-03-26 19:00:00,4.8,08031484399,3mtt.f00017@yahoo.com,2348031484399
3MTT-F00017,10,2024-04-11 10:00:00,4.3,08166266933,3mtt.f00017@yahoo.com,2348166266933
3MTT-F00017,11,2024-04-17 10:00:00,4.7,08069237245,3mtt.f00017@gmail.com,2348069237245
3MTT-F00017,12,2024-04-26 09:00:00,4.3,09087374189,3mtt.f00017@gmail.com,2349087374189
3MTT-F00018,6,2024-03-17 12:00:00,2.3,8146927438,3mtt.f00018@gmail.com,2348146927438
3MTT-F00018,7,2024-03-22 13:00:00,2.7,+2348146601444,3mtt.f00018@gmail.com,2348146601444
3MTT-F00018,8,2024-03-31 12:00:00,4.9,8060173973,3mtt.f00018@gmail.com,2348060173973
3MTT-F00018,9,2024-04-07 19:00:00,3.5,9089698609,3mtt.f00018@gmail.com,2349089698609
3MTT-F00018,11,2024-04-15 20:00:00,2.7,0908-966-0577,3mtt.f00018@gmail.com,2349089660577
3MTT-F00018,12,2024-04-25 20:00:00,3.9,008100392051,3mtt.f00018@gmail.com,2348100392051
3MTT-F00019,4,2024-03-03 18:00:00,3.0,0816-470-5742,3mtt.f00019@gmail.com,2348164705742
3MTT-F00019,5,2024-03-09 14:00:00,4.3,+2348137155983,3mtt.f00019@gmail.com,2348137155983
3MTT-F00019,6,2024-03-16 09:00:00,3.9,007069726347,3mtt.f00019@gmail.com,2347069726347
3MTT-F00019,10,2024-04-08 11:00:00,3.7,2349058488269,3mtt.f00019@gmail.com,2349058488269
3MTT-F00019,11,2024-04-20 17:00:00,4.7,08104258562,3mtt.f00019@yahoo.com,2348104258562
3MTT-F00020,4,2024-02-26 13:00:00,5.0,8140382407,3mtt.f00020@gmail.com,2348140382407
3MTT-F00020,6,2024-03-12 15:00:00,3.9,008162043097,3mtt.f00020@yahoo.com,2348162043097
3MTT-F00020,7,2024-03-22 11:00:00,3.2,+2349059696454,3mtt.f00020@gmail.com,2349059696454
3MTT-F00020,10,2024-04-10 09:00:00,4.9,0813-538-9218,3mtt.f00020@yahoo.com,2348135389218
3MTT-F00020,11,2024-04-21 17:00:00,2.7,007068374907,3mtt.f00020@gmail.com,2347068374907
3MTT-F00020,12,2024-04-22 10:00:00,2.1,8148057215,3mtt.f00020@gmail.com,2348148057215
3MTT-F00021,1,2024-02-07 19:00:00,2.1,9087626374,3mtt.f00021@gmail.com,2349087626374
3MTT-F00021,2,2024-02-13 17:00:00,4.4,+2349056289509,3mtt.f00021@gmail.com,2349056289509
3MTT-F00021,3,2024-02-25 09:00:00,3.8,009056233922,3mtt.f00021@gmail.com,2349056233922
3MTT-F00021,5,2024-03-04 14:00:00,3.7,2348106672521,3mtt.f00021@gmail.com,2348106672521
3MTT-F00021,6,2024-03-13 15:00:00,2.3,0703-633-5157,3mtt.f00021@yahoo.com,2347036335157
3MTT-F00021,7,2024-03-22 08:00:00,4.9,+2348035120800,3mtt.f00021@gmail.com,2348035120800
3MTT-F00021,8,2024-03-29 17:00:00,3.1,08062397283,3mtt.f00021@yahoo.com,2348062397283
3MTT-F00021,11,2024-04-19 10:00:00,4.7,08138270908,3mtt.f00021@yahoo.com,2348138270908
3MTT-F00022,1,2024-02-07 09:00:00,3.0,0813-982-1739,3mtt.f00022@gmail.com,2348139821739
3MTT-F00022,5,2024-03-07 20:00:00,3.3,008068153523,3mtt.f00022@yahoo.com,2348068153523
3MTT-F00022,6,2024-03-14 08:00:00,3.1,0814-918-1589,3mtt.f00022@gmail.com,2348149181589
3MTT-F00022,7,2024-03-24 16:00:00,3.9,07035273466,3mtt.f00022@gmail.com,2347035273466
3MTT-F00022,8,2024-03-28 09:00:00,3.0,2348149647408,3mtt.f00022@yahoo.com,2348149647408
3MTT-F00022,10,2024-04-12 19:00:00,4.7,+2349052508004,3mtt.f00022@gmail.com,2349052508004
3MTT-F00022,12,2024-04-28 18:00:00,4.6,2349058285031,3mtt.f00022@gmail.com,2349058285031
3MTT-F00023,2,2024-02-12 19:00:00,2.6,08169900631,3mtt.f00023@yahoo.com,2348169900631
3MTT-F00023,4,2024-03-03 13:00:00,5.0,8103560229,3mtt.f00023@gmail.com,2348103560229
3MTT-F00023,5,2024-03-07 18:00:00,3.7,2347033460666,3mtt.f00023@gmail.com,2347033460666
3MTT-F00023,7,2024-03-22 08:00:00,3.9,008100723111,3mtt.f00023@gmail.com,2348100723111
3MTT-F00023,8,2024-03-29 13:00:00,2.5,07036484494,3mtt.f00023@gmail.com,2347036484494
3MTT-F00023,9,2024-04-02 09:00:00,3.7,08143280771,3mtt.f00023@gmail.com,2348143280771
3MTT-F00023,11,2024-04-21 19:00:00,4.4,8166957279,3mtt.f00023@yahoo.com,2348166957279
3MTT-F00024,2,2024-02-13 19:00:00,3.0,9080254257,3mtt.f00024@gmail.com,2349080254257
3MTT-F00024,3,2024-02-22 10:00:00,4.8,09051323570,3mtt.f00024@yahoo.com,2349051323570
3MTT-F00024,5,2024-03-06 16:00:00,2.5,9055011688,3mtt.f00024@gmail.com,2349055011688
3MTT-F00024,6,2024-03-13 13:00:00,2.1,08063060906,3mtt.f00024@yahoo.com,2348063060906
3MTT-F00024,9,2024-04-05 09:00:00,2.1,0814-964-9673,3mtt.f00024@gmail.com,2348149649673
3MTT-F00024,10,2024-04-13 15:00:00,3.4,008137853242,3mtt.f00024@yahoo.com,2348137853242
3MTT-F00025,1,2024-02-05 14:00:00,4.4,+2348130768362,3mtt.f00025@yahoo.com,2348130768362
3MTT-F00025,2,2024-02-15 14:00:00,4.7,2348147767555,3mtt.f00025@gmail.com,2348147767555
3MTT-F00025,4,2024-02-27 19:00:00,2.6,2348169578654,3mtt.f00025@gmail.com,2348169578654
3MTT-F00025,5,2024-03-08 18:00:00,3.4,0908-603-3582,3mtt.f00025@gmail.com,2349086033582
3MTT-F00025,6,2024-03-14 08:00:00,4.1,2348109249269,3mtt.f00025@yahoo.com,2348109249269
3MTT-F00025,7,2024-03-20 15:00:00,2.7,08137599801,3mtt.f00025@yahoo.com,2348137599801
3MTT-F00025,8,2024-03-31 08:00:00,3.0,+2348065532341,3mtt.f00025@gmail.com,2348065532341
3MTT-F00025,9,2024-04-07 15:00:00,3.4,0813-441-8222,3mtt.f00025@gmail.com,2348134418222
3MTT-F00025,11,2024-04-19 16:00:00,3.9,007033127102,3mtt.f00025@yahoo.com,2347033127102
3MTT-F00025,12,2024-04-23 20:00:00,2.1,0706-799-2707,3mtt.f00025@yahoo.com,2347067992707
3MTT-F00026,1,2024-02-07 09:00:00,4.7,8062294621,3mtt.f00026@yahoo.com,2348062294621
3MTT-F00026,2,2024-02-17 13:00:00,2.9,+2348065970996,3mtt.f00026@yahoo.com,2348065970996
3MTT-F00026,4,2024-02-28 16:00:00,4.7,008037520344,3mtt.f00026@gmail.com,2348037520344
3MTT-F00026,5,2024-03-06 19:00:00,5.0,08141580290,3mtt.f00026@yahoo.com,2348141580290
3MTT-F00026,6,2024-03-12 15:00:00,3.1,2348034655866,3mtt.f00026@yahoo.com,2348034655866
3MTT-F00026,8,2024-03-29 11:00:00,3.5,07031715810,3mtt.f00026@yahoo.com,2347031715810
3MTT-F00026,9,2024-04-02 13:00:00,2.2,0908-311-0059,3mtt.f00026@gmail.com,2349083110059
3MTT-F00026,10,2024-04-14 15:00:00,3.9,7061910231,3mtt.f00026@gmail.com,2347061910231
3MTT-F00026,12,2024-04-28 18:00:00,2.7,008031658373,3mtt.f00026@yahoo.com,2348031658373
3MTT-F00027,1,2024-02-06 15:00:00,2.9,+2349080728012,3mtt.f00027@yahoo.com,2349080728012
3MTT-F00027,2,2024-02-16 17:00:00,4.9,0806-132-5326,3mtt.f00027@gmail.com,2348061325326
3MTT-F00027,3,2024-02-22 16:00:00,3.9,2348166453804,3mtt.f00027@gmail.com,2348166453804
3MTT-F00027,4,2024-02-26 15:00:00,3.0,+2348039617015,3mtt.f00027@gmail.com,2348039617015
3MTT-F00027,5,2024-03-08 18:00:00,4.9,009084575757,3mtt.f00027@gmail.com,2349084575757
3MTT-F00027,6,2024-03-16 11:00:00,2.7,008130567756,3mtt.f00027@gmail.com,2348130567756
3MTT-F00027,7,2024-03-19 19:00:00,4.3,8100256265,3mtt.f00027@gmail.com,2348100256265
3MTT-F00027,9,2024-04-02 11:00:00,2.3,+2348107245307,3mtt.f00027@gmail.com,2348107245307
3MTT-F00027,12,2024-04-23 15:00:00,3.8,+2348146627051,3mtt.f00027@gmail.com,2348146627051
3MTT-F00028,1,2024-02-09 12:00:00,2.4,+2349057367042,3mtt.f00028@gmail.com,2349057367042
3MTT-F00028,2,2024-02-15 17:00:00,2.4,08138455259,3mtt.f00028@yahoo.com,2348138455259
3MTT-F00028,3,2024-02-21 14:00:00,2.7,7063574859,3mtt.f00028@yahoo.com,2347063574859
3MTT-F00028,4,2024-02-27 13:00:00,4.3,09083993379,3mtt.f00028@gmail.com,2349083993379
3MTT-F00028,5,2024-03-04 14:00:00,4.3,009085187794,3mtt.f00028@gmail.com,2349085187794
3MTT-F00028,8,2024-03-26 13:00:00,4.5,2348037330559,3mtt.f00028@gmail.com,2348037330559
3MTT-F00028,11,2024-04-17 17:00:00,4.6,0816-399-1403,3mtt.f00028@gmail.com,2348163991403
3MTT-F00028,12,2024-04-28 14:00:00,3.3,008034432400,3mtt.f00028@gmail.com,2348034432400
3MTT-F00029,1,2024-02-08 20:00:00,4.7,+2348137682975,3mtt.f00029@gmail.com,2348137682975
3MTT-F00029,2,2024-02-13 19:00:00,3.8,0703-292-5010,3mtt.f00029@yahoo.com,2347032925010
3MTT-F00029,3,2024-02-20 13:00:00,4.5,08108065625,3mtt.f00029@gmail.com,2348108065625
3MTT-F00029,4,2024-02-28 17:00:00,4.3,0803-802-7112,3mtt.f00029@gmail.com,2348038027112
3MTT-F00029,5,2024-03-09 11:00:00,2.3,07065516517,3mtt.f00029@gmail.com,2347065516517
3MTT-F00029,6,2024-03-16 20:00:00,3.2,08138137214,3mtt.f00029@gmail.com,2348138137214
3MTT-F00029,7,2024-03-22 08:00:00,2.2,+2348167003322,3mtt.f00029@gmail.com,2348167003322
3MTT-F00029,8,2024-03-30 18:00:00,3.2,09054706810,3mtt.f00029@gmail.com,2349054706810
3MTT-F00029,9,2024-04-05 15:00:00,2.0,8069582632,3mtt.f00029@gmail.com,2348069582632
3MTT-F00029,11,2024-04-19 13:00:00,3.5,8133945354,3mtt.f00029@gmail.com,2348133945354
3MTT-F00029,12,2024-04-22 15:00:00,3.8,2349056321061,3mtt.f00029@yahoo.com,2349056321061
3MTT-F00030,1,2024-02-09 19:00:00,4.2,+2348169457039,3mtt.f00030@yahoo.com,2348169457039
3MTT-F00030,2,2024-02-12 12:00:00,2.0,2348135376576,3mtt.f00030@gmail.com,2348135376576
3MTT-F00030,4,2024-03-01 12:00:00,4.4,+2348161910090,3mtt.f00030@yahoo.com,2348161910090
3MTT-F00030,6,2024-03-14 19:00:00,3.7,008131053365,3mtt.f00030@gmail.com,2348131053365
3MTT-F00030,7,2024-03-20 20:00:00,2.1,008064247310,3mtt.f00030@yahoo.com,2348064247310
3MTT-F00030,8,2024-03-25 09:00:00,4.2,8149844097,3mtt.f00030@gmail.com,2348149844097
3MTT-F00030,9,2024-04-01 14:00:00,4.0,08030767620,3mtt.f00030@gmail.com,2348030767620
3MTT-F00030,10,2024-04-14 12:00:00,4.1,8143404337,3mtt.f00030@yahoo.com,2348143404337
3MTT-F00030,11,2024-04-19 14:00:00,3.7,008143045195,3mtt.f00030@gmail.com,2348143045195
3MTT-F00030,12,2024-04-24 18:00:00,4.7,009058255629,3mtt.f00030@gmail.com,2349058255629
